Unnamed: 0,States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,ShapeFile State,Annual_Rainfall,Rain_Deficit
864,Jharkhand,1969,6.2,4.0,5.0,34.7,86.1,130.2,299.0,337.4,209.4,25.1,20.9,0.1,1158.1,Jharkhand,1158.1,0.0
865,Jharkhand,1970,24.3,16.6,28.0,8.4,29.7,182.4,300.0,252.8,380.7,67.0,1.5,0.0,1291.4,Jharkhand,1291.4,0.0
866,Jharkhand,1971,43.4,24.3,2.1,95.6,83.5,272.3,503.1,526.1,237.5,104.0,6.7,0.1,1898.7,Jharkhand,1898.7,0.0
867,Jharkhand,1972,8.6,46.5,0.2,9.1,3.2,75.9,248.5,352.7,175.1,54.4,21.6,0.4,996.2,Jharkhand,996.2,0.0
868,Jharkhand,1973,10.6,15.2,23.9,7.1,56.4,184.3,224.3,294.6,365.4,245.1,13.7,0.6,1441.2,Jharkhand,1441.1999999999998,2.2737367544323206e-13
869,Jharkhand,1974,2.6,0.5,24.3,3.3,51.9,64.9,334.9,331.7,235.0,76.6,0.3,1.0,1127.0,Jharkhand,1126.9999999999998,2.2737367544323206e-13
870,Jharkhand,1975,17.2,13.4,26.0,10.1,30.1,121.0,477.6,339.2,224.3,102.5,0.1,0.0,1361.5,Jharkhand,1361.5,0.0
871,Jharkhand,1976,0.0,23.1,7.2,25.2,58.2,107.0,297.5,263.0,394.5,9.3,3.2,3.5,1191.7,Jharkhand,1191.7,0.0
872,Jharkhand,1977,19.2,8.1,3.8,47.9,102.5,281.1,458.3,316.4,184.8,50.3,27.3,21.8,1521.5,Jharkhand,1521.5,0.0
873,Jharkhand,1978,10.5,50.9,45.3,28.4,33.8,283.7,252.8,341.1,376.5,114.3,7.0,12.0,1556.3,Jharkhand,1556.3,0.0
874,Jharkhand,1979,22.4,38.7,6.1,19.5,6.1,129.1,286.0,174.9,134.2,36.1,18.7,11.0,882.8,Jharkhand,882.8000000000001,-1.1368683772161603e-13
875,Jharkhand,1980,13.6,14.9,37.1,21.0,40.0,273.7,350.7,281.2,232.1,73.8,0.0,2.3,1340.4,Jharkhand,1340.3999999999999,2.2737367544323206e-13
876,Jharkhand,1981,40.7,33.5,20.1,40.9,94.9,143.3,355.3,226.4,189.5,6.1,3.1,13.4,1167.2,Jharkhand,1167.1999999999998,2.2737367544323206e-13
877,Jharkhand,1982,8.4,23.6,77.3,30.9,33.4,183.9,180.8,358.7,118.1,52.7,15.7,1.8,1085.3,Jharkhand,1085.3,0.0
878,Jharkhand,1983,4.3,33.1,9.9,44.4,83.3,131.8,280.0,240.6,308.8,110.7,0.2,14.7,1261.8,Jharkhand,1261.8000000000002,-2.2737367544323206e-13
879,Jharkhand,1984,33.4,26.2,1.6,14.1,31.0,479.6,350.4,387.3,155.8,50.2,0.1,0.1,1529.8,Jharkhand,1529.7999999999997,2.2737367544323206e-13
880,Jharkhand,1985,19.1,9.1,1.6,8.8,48.2,131.2,338.0,312.6,216.6,153.7,0.5,0.9,1240.3,Jharkhand,1240.3000000000002,-2.2737367544323206e-13
881,Jharkhand,1986,6.9,21.2,3.8,25.0,74.8,253.0,352.2,212.9,188.5,128.2,31.1,37.9,1335.5,Jharkhand,1335.5,0.0
882,Jharkhand,1987,5.9,10.1,10.9,30.3,44.9,93.1,410.8,371.1,299.1,19.7,31.4,5.4,1332.7,Jharkhand,1332.7000000000003,-2.2737367544323206e-13
883,Jharkhand,1988,3.1,37.1,42.2,23.7,23.6,303.6,273.5,276.1,127.8,38.7,2.6,1.6,1153.6,Jharkhand,1153.6,0.0
884,Jharkhand,1989,1.9,0.3,2.8,0.1,66.4,246.0,285.6,258.9,219.0,39.6,8.6,19.7,1148.9,Jharkhand,1148.8999999999999,2.2737367544323206e-13
885,Jharkhand,1990,0.8,48.0,22.2,15.4,90.6,197.4,430.7,230.8,226.0,128.1,14.2,0.3,1404.5,Jharkhand,1404.4999999999998,2.2737367544323206e-13
886,Jharkhand,1991,19.3,8.0,31.1,11.2,33.7,171.3,252.9,384.0,274.0,29.4,1.9,34.2,1251.0,Jharkhand,1251.0000000000002,-2.2737367544323206e-13
887,Jharkhand,1992,2.3,6.1,0.6,8.8,51.8,129.8,295.7,265.2,148.5,22.5,1.6,0.3,933.2,Jharkhand,933.1999999999999,1.1368683772161603e-13
888,Jharkhand,1993,1.7,2.0,16.1,32.0,50.5,203.2,214.4,245.9,372.4,49.6,16.2,0.0,1204.0,Jharkhand,1203.9999999999998,2.2737367544323206e-13
889,Jharkhand,1994,17.7,23.8,0.6,20.0,29.2,391.3,451.6,360.7,162.8,118.9,2.7,0.1,1579.4,Jharkhand,1579.4,0.0
890,Jharkhand,1995,13.7,9.7,22.4,4.3,30.3,134.2,312.3,301.5,395.9,37.5,84.7,20.1,1366.6,Jharkhand,1366.6,0.0
891,Jharkhand,1996,17.1,24.4,4.9,8.0,18.5,302.7,274.1,384.3,133.6,23.9,0.1,0.0,1191.6,Jharkhand,1191.6,0.0
892,Jharkhand,1997,9.5,3.7,1.5,29.4,25.2,230.4,400.5,431.6,199.6,54.3,39.0,36.6,1461.3,Jharkhand,1461.3,0.0
893,Jharkhand,1998,76.3,20.6,54.1,33.8,45.5,109.9,302.4,263.2,288.6,132.3,26.3,0.7,1353.7,Jharkhand,1353.7,0.0
894,Jharkhand,1999,0.6,0.1,0.1,1.5,95.4,240.2,416.0,373.1,315.8,140.6,3.3,0.2,1586.9,Jharkhand,1586.8999999999999,2.2737367544323206e-13
895,Jharkhand,2000,3.6,21.2,6.3,19.6,67.7,185.3,358.4,152.8,356.9,19.1,0.4,0.2,1191.5,Jharkhand,1191.5000000000002,-2.2737367544323206e-13
896,Jharkhand,2001,1.9,4.0,30.0,14.0,57.4,324.7,354.6,219.4,132.8,115.5,0.2,0.0,1254.5,Jharkhand,1254.5,0.0
897,Jharkhand,2002,9.0,5.4,10.7,11.5,38.7,184.9,186.8,277.4,253.4,55.0,1.3,0.8,1034.9,Jharkhand,1034.9,0.0
898,Jharkhand,2003,3.3,30.5,33.6,17.9,21.5,152.4,247.5,245.1,224.0,255.5,6.2,7.4,1244.9,Jharkhand,1244.9000000000003,-2.2737367544323206e-13
899,Jharkhand,2004,5.5,2.7,3.1,41.0,31.1,184.4,200.7,327.0,211.5,128.1,0.1,1.6,1136.8,Jharkhand,1136.7999999999997,2.2737367544323206e-13
900,Jharkhand,2005,22.1,17.5,17.7,9.6,23.5,157.2,266.4,214.5,141.5,83.1,1.3,6.1,960.5,Jharkhand,960.5,0.0
901,Jharkhand,2006,0.3,0.2,22.4,15.7,107.4,198.3,447.1,337.2,298.7,24.6,7.4,0.0,1459.3,Jharkhand,1459.3000000000002,-2.2737367544323206e-13
902,Jharkhand,2007,1.7,48.4,25.5,22.3,58.1,125.4,430.4,353.6,324.7,39.6,7.6,0.0,1437.3,Jharkhand,1437.3,0.0
903,Jharkhand,2008,19.4,3.6,6.2,10.7,42.9,366.3,377.9,310.5,152.9,34.0,1.0,0.0,1325.4,Jharkhand,1325.4,0.0
904,Jharkhand,2009,1.8,0.8,2.0,0.8,78.1,62.7,266.6,248.0,248.8,82.2,4.0,0.5,996.3,Jharkhand,996.3,0.0
905,Jharkhand,2010,0.2,2.3,0.9,6.3,29.2,92.6,170.2,155.1,160.5,55.1,4.7,20.0,697.1,Jharkhand,697.1,0.0
906,Jharkhand,2011,3.3,2.5,6.4,25.4,55.0,349.0,181.8,403.2,324.6,23.3,0.0,0.1,1374.6,Jharkhand,1374.6000000000001,-2.2737367544323206e-13
907,Jharkhand,2012,34.6,10.3,1.5,9.6,6.6,121.1,287.2,282.4,217.6,37.8,48.6,7.6,1064.9,Jharkhand,1064.8999999999999,2.2737367544323206e-13
908,Jharkhand,2013,1.1,17.9,1.6,22.3,85.0,181.5,211.1,278.1,173.8,281.1,0.0,0.0,1253.5,Jharkhand,1253.5,0.0
909,Jharkhand,2014,9.9,47.5,22.9,1.9,98.2,139.7,321.3,290.9,178.2,44.9,0.0,1.2,1156.6,Jharkhand,1156.6000000000001,-2.2737367544323206e-13
910,Jharkhand,2015,12.2,2.6,21.6,55.5,25.5,183.3,429.7,240.7,85.1,22.7,0.2,2.7,1081.8,Jharkhand,1081.8000000000002,-2.2737367544323206e-13
911,Jharkhand,2016,12.6,7.6,17.5,1.0,72.8,122.9,301.0,395.6,287.5,45.6,0.0,0.0,1264.1,Jharkhand,1264.1,0.0
912,Jharkhand,2017,5.1,0.1,4.5,6.1,55.9,116.0,492.1,246.0,134.0,103.4,2.3,0.2,1165.7,Jharkhand,1165.7,0.0
913,Bihar,1901,51.8,19.6,11.9,1.1,65.6,66.3,245.9,319.4,155.1,8.3,7.3,0.1,952.4,Bihar,952.4,0.0
914,Bihar,1902,4.6,0.7,24.3,17.3,66.3,118.2,361.0,225.5,358.7,28.5,1.1,0.0,1206.2,Bihar,1206.1999999999998,2.2737367544323206e-13
915,Bihar,1903,5.3,4.7,2.0,4.7,28.2,192.9,115.0,342.6,173.9,147.0,0.1,0.0,1016.4,Bihar,1016.4000000000001,-1.1368683772161603e-13
916,Bihar,1904,6.3,1.7,3.5,5.3,118.7,191.6,394.4,351.3,84.4,98.1,10.6,3.8,1269.7,Bihar,1269.6999999999998,2.2737367544323206e-13
917,Bihar,1905,16.0,30.1,32.6,21.4,77.5,50.5,409.1,495.3,353.9,11.6,0.0,0.6,1498.6,Bihar,1498.6,0.0
918,Bihar,1906,14.4,56.9,8.6,0.9,44.7,191.3,366.2,430.1,118.7,32.9,0.4,0.0,1265.1,Bihar,1265.1000000000001,-2.2737367544323206e-13
919,Bihar,1907,1.3,55.2,39.4,27.0,32.9,232.2,282.4,242.2,206.9,4.8,0.0,2.1,1126.4,Bihar,1126.3999999999999,2.2737367544323206e-13
920,Bihar,1908,14.7,38.6,6.1,2.2,36.7,94.0,202.3,167.3,149.9,25.4,0.0,0.3,737.5,Bihar,737.5,0.0
921,Bihar,1909,7.0,6.3,0.0,72.8,25.8,446.0,256.2,352.4,175.4,43.1,0.0,5.6,1390.6,Bihar,1390.6,0.0
922,Bihar,1910,2.4,4.8,6.6,5.7,51.5,279.5,365.1,328.8,258.5,73.8,21.7,0.0,1398.4,Bihar,1398.4,0.0
923,Bihar,1911,9.4,0.1,28.2,13.1,41.7,312.3,199.0,425.5,279.1,122.8,17.8,0.0,1449.0,Bihar,1449.0,0.0
924,Bihar,1912,5.5,8.5,23.9,25.4,62.7,146.8,362.4,302.9,104.7,14.0,72.6,0.0,1129.4,Bihar,1129.3999999999999,2.2737367544323206e-13
925,Bihar,1913,0.0,38.0,18.1,1.4,106.1,379.9,258.8,363.0,270.3,61.0,0.5,32.8,1529.9,Bihar,1529.8999999999999,2.2737367544323206e-13
926,Bihar,1914,0.2,22.7,8.0,29.0,77.0,84.4,269.1,460.4,98.4,10.1,0.0,0.6,1059.9,Bihar,1059.8999999999999,2.2737367544323206e-13
927,Bihar,1915,8.2,57.1,22.5,6.4,72.5,149.1,321.3,415.0,185.1,75.3,36.7,0.3,1349.5,Bihar,1349.4999999999998,2.2737367544323206e-13
928,Bihar,1916,0.6,16.5,0.3,25.3,25.1,270.3,445.6,325.2,265.2,130.1,0.4,0.0,1504.6,Bihar,1504.6000000000001,-2.2737367544323206e-13
929,Bihar,1917,2.7,19.7,7.9,5.8,103.3,227.8,328.7,249.3,272.1,116.5,0.0,0.2,1334.0,Bihar,1334.0000000000002,-2.2737367544323206e-13
930,Bihar,1918,0.6,0.1,1.8,29.5,105.4,251.6,240.3,519.2,254.4,8.6,0.1,0.0,1411.6,Bihar,1411.6,0.0
931,Bihar,1919,40.2,7.7,3.8,11.6,42.3,195.0,417.8,230.1,244.8,58.6,0.0,0.7,1252.6,Bihar,1252.6000000000001,-2.2737367544323206e-13
932,Bihar,1920,0.0,19.2,31.0,2.6,28.8,108.9,361.6,228.5,337.6,5.6,0.0,0.0,1123.8,Bihar,1123.8,0.0
933,Bihar,1921,26.8,0.6,6.5,21.2,26.3,132.4,303.8,422.0,295.8,37.0,0.0,0.0,1272.4,Bihar,1272.4,0.0
934,Bihar,1922,12.2,4.6,0.0,9.6,22.0,345.8,427.3,363.5,241.3,15.7,0.7,6.5,1449.2,Bihar,1449.2,0.0
935,Bihar,1923,1.3,35.1,1.5,13.5,38.1,171.7,253.9,243.2,148.9,74.4,0.7,0.4,982.7,Bihar,982.6999999999999,1.1368683772161603e-13
936,Bihar,1924,2.5,12.7,1.8,8.8,14.8,170.6,514.0,295.7,320.3,53.1,61.7,0.2,1456.2,Bihar,1456.2,0.0
937,Bihar,1925,7.7,1.8,7.7,52.9,38.6,130.4,322.9,331.5,269.4,17.6,11.0,0.0,1191.5,Bihar,1191.5,0.0
938,Bihar,1926,16.3,0.6,29.7,12.8,47.0,48.1,451.5,276.0,211.6,17.6,1.8,8.7,1121.7,Bihar,1121.6999999999998,2.2737367544323206e-13
939,Bihar,1927,24.2,36.4,31.9,3.1,52.9,115.9,301.5,242.7,231.4,21.5,38.6,0.2,1100.3,Bihar,1100.3,0.0
940,Bihar,1928,41.2,21.5,0.1,18.3,54.3,208.0,377.2,272.9,83.3,164.3,0.9,7.6,1249.6,Bihar,1249.6,0.0
941,Bihar,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0.0,44.4,1359.2,Bihar,1359.2000000000003,-2.2737367544323206e-13
942,Bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24.0,10.4,1114.3,Bihar,1114.3000000000002,-2.2737367544323206e-13
943,Bihar,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,1146.4,Bihar,1146.4,0.0
944,Bihar,1932,0.0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,927.0,Bihar,927.0,0.0
945,Bihar,1933,28.3,13.1,0.7,62.1,90.3,197.0,377.3,377.8,167.8,77.6,0.3,0.3,1392.6,Bihar,1392.5999999999997,2.2737367544323206e-13
946,Bihar,1934,30.1,13.7,3.0,9.1,22.0,165.5,432.6,251.3,231.2,55.2,9.8,2.8,1226.3,Bihar,1226.3,0.0
947,Bihar,1935,21.0,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,1240.3,Bihar,1240.2999999999997,2.2737367544323206e-13
948,Bihar,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,1572.5,Bihar,1572.5,0.0
949,Bihar,1937,0.0,66.3,0.8,10.7,80.0,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4,Bihar,1306.3999999999996,4.547473508864641e-13
950,Bihar,1938,12.4,17.0,0.0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0.0,1506.7,Bihar,1506.7,0.0
951,Bihar,1939,5.0,42.3,11.3,1.7,41.5,230.4,315.0,277.1,262.0,56.9,0.0,0.0,1243.2,Bihar,1243.2000000000003,-2.2737367544323206e-13
952,Bihar,1940,0.9,43.8,65.5,5.0,31.9,114.6,317.6,314.9,171.6,4.9,0.0,17.5,1088.2,Bihar,1088.2,0.0
953,Bihar,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466.0,190.2,47.8,1.1,0.0,1223.0,Bihar,1222.9999999999998,2.2737367544323206e-13
954,Bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7.0,0.0,0.9,1252.6,Bihar,1252.6000000000001,-2.2737367544323206e-13
955,Bihar,1943,34.7,16.9,0.2,40.7,37.0,169.8,296.0,322.1,215.4,37.0,0.0,0.0,1169.8,Bihar,1169.8,0.0
956,Bihar,1944,27.3,32.6,42.0,34.1,21.9,223.9,253.5,322.8,221.3,48.5,0.2,0.8,1228.9,Bihar,1228.8999999999999,2.2737367544323206e-13
957,Bihar,1945,50.7,24.0,1.4,32.4,57.8,120.5,226.9,265.6,305.5,154.8,0.0,3.2,1242.8,Bihar,1242.8000000000002,-2.2737367544323206e-13
958,Bihar,1946,0.0,21.3,5.0,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0.0,1393.8,Bihar,1393.8,0.0
959,Bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,1092.2,Bihar,1092.1999999999998,2.2737367544323206e-13
960,Bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6,409.0,329.8,248.9,81.0,36.2,0.0,1299.3,Bihar,1299.3000000000002,-2.2737367544323206e-13
961,Bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0.0,1444.4,Bihar,1444.4,0.0
962,Bihar,1950,9.8,11.8,22.1,2.2,43.3,346.5,257.0,313.3,113.4,3.0,0.1,2.1,1124.6,Bihar,1124.6,0.0
963,Bihar,1951,7.3,1.5,5.8,8.2,22.8,144.5,307.8,204.5,114.3,28.7,4.7,0.1,850.2,Bihar,850.2,0.0
964,Bihar,1952,1.1,10.3,20.1,24.6,57.0,272.5,212.5,291.9,297.7,15.4,3.4,0.4,1206.9,Bihar,1206.9000000000003,-2.2737367544323206e-13
965,Bihar,1953,29.7,4.2,8.7,16.7,37.4,224.7,431.8,263.3,342.2,18.4,0.9,0.8,1378.8,Bihar,1378.8000000000002,-2.2737367544323206e-13
966,Bihar,1954,12.5,8.4,0.8,0.6,40.9,166.6,366.1,308.6,129.5,15.1,0.2,1.3,1050.6,Bihar,1050.6,0.0
967,Bihar,1955,20.0,6.7,2.3,11.9,28.2,172.5,505.7,268.7,192.2,35.7,0.3,0.1,1244.3,Bihar,1244.3,0.0
968,Bihar,1956,19.3,4.7,9.6,5.3,75.4,319.4,200.6,286.3,359.8,168.8,36.0,8.1,1493.3,Bihar,1493.2999999999997,2.2737367544323206e-13
969,Bihar,1957,75.2,2.8,11.6,0.5,1.3,115.6,334.5,295.8,115.2,11.6,0.0,2.7,966.8,Bihar,966.8000000000001,-1.1368683772161603e-13
970,Bihar,1958,16.0,2.7,4.7,26.4,16.1,120.7,222.8,451.1,224.2,81.5,0.7,0.6,1167.5,Bihar,1167.5,0.0
971,Bihar,1959,81.2,1.5,9.4,18.6,35.7,132.3,245.8,264.2,157.1,233.8,0.0,0.1,1179.7,Bihar,1179.7,0.0
972,Bihar,1960,1.4,0.1,42.7,5.2,49.9,117.6,357.4,285.5,348.1,37.9,2.0,0.0,1247.8,Bihar,1247.8000000000002,-2.2737367544323206e-13
973,Bihar,1961,11.7,35.8,1.4,2.0,33.9,239.7,211.6,317.5,157.5,236.0,0.8,10.1,1258.0,Bihar,1257.9999999999998,2.2737367544323206e-13
974,Bihar,1962,13.0,7.8,9.5,20.8,38.8,156.4,244.3,395.4,216.3,72.5,0.0,3.2,1178.0,Bihar,1178.0,0.0
975,Bihar,1963,3.4,1.7,9.4,17.5,78.9,154.0,375.4,273.5,255.7,138.7,17.8,0.2,1326.2,Bihar,1326.2,0.0
976,Bihar,1964,1.4,3.3,2.4,21.9,59.3,134.7,453.6,157.7,219.0,66.3,2.7,0.0,1122.3,Bihar,1122.3,0.0
977,Bihar,1965,0.4,1.2,15.7,7.1,7.7,98.8,302.2,328.3,215.0,22.2,1.8,2.4,1002.8,Bihar,1002.8000000000001,-1.1368683772161603e-13
978,Bihar,1966,21.2,6.9,0.1,0.9,39.5,114.5,155.5,308.3,83.1,18.3,17.1,1.6,767.0,Bihar,767.0000000000001,-1.1368683772161603e-13
979,Bihar,1967,0.2,0.1,38.6,30.6,23.6,80.7,278.2,282.1,253.8,10.3,0.1,1.5,999.8,Bihar,999.8000000000001,-1.1368683772161603e-13
980,Bihar,1968,29.1,1.7,7.0,3.0,17.3,261.8,329.6,293.1,79.2,113.3,0.0,4.9,1140.0,Bihar,1140.0000000000002,-2.2737367544323206e-13
981,Bihar,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.5,Bihar,1288.4999999999995,4.547473508864641e-13
982,Bihar,1970,22.1,13.4,3.2,17.9,39.2,194.6,284.2,235.6,229.5,34.5,0.4,0.0,1074.6,Bihar,1074.6,0.0
983,Bihar,1971,17.3,14.6,5.1,91.4,81.5,278.0,307.0,367.9,129.2,138.6,1.9,0.0,1432.5,Bihar,1432.5,0.0
984,Bihar,1972,12.9,38.0,2.7,3.2,3.4,56.7,163.4,154.9,209.7,48.4,24.6,0.0,717.9,Bihar,717.9000000000001,-1.1368683772161603e-13
985,Bihar,1973,22.9,10.2,3.8,4.4,65.0,200.9,185.1,258.9,271.4,158.2,8.3,0.0,1189.1,Bihar,1189.1,0.0
986,Bihar,1974,3.9,0.7,21.9,9.9,39.1,129.4,451.6,317.5,229.2,28.0,0.3,3.7,1235.2,Bihar,1235.2,0.0
987,Bihar,1975,9.1,4.1,12.0,11.0,34.4,143.2,403.1,155.2,245.3,51.7,0.0,0.0,1069.1,Bihar,1069.1,0.0
988,Bihar,1976,2.3,12.4,0.9,8.9,80.1,147.1,221.0,292.8,372.6,22.4,0.7,0.5,1161.7,Bihar,1161.7,0.0
989,Bihar,1977,5.3,2.9,1.3,17.0,83.7,102.5,375.5,266.0,121.0,147.1,8.1,17.3,1147.7,Bihar,1147.6999999999998,2.2737367544323206e-13
990,Bihar,1978,13.4,27.8,16.8,24.5,51.8,190.4,313.6,252.6,248.6,142.8,4.8,3.7,1290.8,Bihar,1290.8,0.0
991,Bihar,1979,23.4,19.4,2.3,21.3,6.2,90.6,435.5,166.1,113.0,88.5,25.2,10.3,1001.8,Bihar,1001.8000000000001,-1.1368683772161603e-13
992,Bihar,1980,4.7,2.4,9.5,7.9,80.9,160.2,389.9,375.3,190.5,29.5,0.2,1.0,1252.0,Bihar,1252.0,0.0
993,Bihar,1981,31.3,5.7,14.3,47.9,86.3,107.9,580.1,311.3,168.8,1.0,6.1,3.9,1364.6,Bihar,1364.6,0.0
994,Bihar,1982,4.4,6.1,28.2,14.7,31.0,222.4,227.2,164.5,170.5,42.1,21.5,1.0,933.6,Bihar,933.6,0.0
995,Bihar,1983,13.1,1.7,8.0,45.0,81.1,101.2,353.8,195.8,220.6,69.9,0.0,14.1,1104.3,Bihar,1104.3,0.0
996,Bihar,1984,28.6,33.9,1.3,11.2,65.6,353.4,476.4,216.9,219.0,15.4,1.5,3.0,1426.2,Bihar,1426.2,0.0
997,Bihar,1985,8.8,0.5,0.5,8.0,69.2,163.2,481.5,238.0,289.0,188.0,1.2,7.1,1455.0,Bihar,1455.0,0.0
998,Bihar,1986,1.1,13.9,0.5,16.0,94.3,168.4,395.7,263.5,221.1,124.2,1.3,22.1,1322.1,Bihar,1322.1,0.0
999,Bihar,1987,0.7,3.7,5.4,37.7,40.1,143.6,452.0,539.8,379.7,52.8,2.7,2.3,1660.5,Bihar,1660.5,0.0
1000,Bihar,1988,1.2,15.3,27.3,46.9,46.2,174.5,364.5,459.4,153.2,33.7,1.5,13.8,1337.5,Bihar,1337.5,0.0
1001,Bihar,1989,8.9,8.7,6.9,0.2,100.3,152.9,446.0,171.9,330.9,28.2,1.0,14.0,1269.9,Bihar,1269.8999999999999,2.2737367544323206e-13
1002,Bihar,1990,0.3,30.2,13.8,14.0,83.3,156.6,485.5,204.4,201.2,49.7,0.0,0.2,1239.2,Bihar,1239.2,0.0
1003,Bihar,1991,14.5,6.3,7.9,8.9,31.2,176.2,179.7,324.2,270.5,7.2,0.0,19.2,1045.8,Bihar,1045.8,0.0
1004,Bihar,1992,2.6,3.1,0.1,2.6,61.1,83.9,284.8,219.2,85.9,52.4,1.4,0.4,797.5,Bihar,797.5,0.0
1005,Bihar,1993,9.4,4.0,24.5,24.5,51.1,154.8,209.1,357.3,320.0,34.3,19.3,0.1,1208.4,Bihar,1208.3999999999999,2.2737367544323206e-13
1006,Bihar,1994,28.3,29.1,1.0,7.0,32.7,130.9,217.7,257.6,226.5,32.9,4.4,1.2,969.3,Bihar,969.3,0.0
1007,Bihar,1995,6.8,11.6,2.0,0.1,6.7,162.9,227.5,335.7,279.1,11.4,44.4,23.8,1112.0,Bihar,1112.0000000000002,-2.2737367544323206e-13
1008,Bihar,1996,26.0,21.7,0.2,3.0,18.2,220.1,238.5,350.9,162.5,66.2,0.0,0.0,1107.3,Bihar,1107.3,0.0
1009,Bihar,1997,10.5,1.1,2.9,29.3,42.2,211.0,463.9,287.6,185.8,27.8,11.0,30.6,1303.7,Bihar,1303.6999999999998,2.2737367544323206e-13
1010,Bihar,1998,8.4,11.2,23.6,26.6,38.2,96.6,465.1,377.4,188.0,83.0,14.5,0.0,1332.6,Bihar,1332.6,0.0
1011,Bihar,1999,0.1,0.2,0.4,3.8,83.6,265.1,380.8,347.5,199.6,114.1,6.9,0.6,1402.7,Bihar,1402.6999999999998,2.2737367544323206e-13
1012,Bihar,2000,0.5,12.1,3.6,37.2,96.2,267.2,264.3,201.4,314.8,9.6,0.0,0.1,1207.0,Bihar,1206.9999999999998,2.2737367544323206e-13
1013,Bihar,2001,1.0,0.5,3.0,12.6,98.4,224.4,224.7,225.9,274.8,181.3,0.5,0.0,1247.1,Bihar,1247.1,0.0
1014,Bihar,2002,13.4,11.3,2.2,25.0,74.8,116.6,386.1,247.7,192.8,33.8,1.4,0.7,1105.8,Bihar,1105.8000000000002,-2.2737367544323206e-13
1015,Bihar,2003,13.2,39.7,10.2,21.9,41.4,230.9,356.8,310.6,183.9,142.0,0.2,3.0,1353.8,Bihar,1353.8000000000002,-2.2737367544323206e-13
1016,Bihar,2004,22.7,2.1,2.2,32.0,72.7,246.8,418.4,175.9,115.3,56.4,3.1,0.0,1147.6,Bihar,1147.6,0.0
1017,Bihar,2005,13.9,14.3,12.1,7.7,28.6,82.5,300.0,309.1,105.1,34.3,0.0,0.2,907.8,Bihar,907.8000000000001,-1.1368683772161603e-13
1018,Bihar,2006,0.1,0.0,1.9,19.2,73.2,200.0,290.7,160.4,285.2,17.6,2.9,1.6,1052.8,Bihar,1052.7999999999997,2.2737367544323206e-13
1019,Bihar,2007,0.2,34.2,25.4,20.3,94.4,170.4,549.4,340.6,309.0,39.6,9.1,7.5,1600.1,Bihar,1600.1,0.0
1020,Bihar,2008,25.6,4.4,3.2,10.4,48.9,291.2,397.2,278.1,117.1,21.4,0.1,0.0,1197.6,Bihar,1197.6,0.0
1021,Bihar,2009,0.3,0.4,1.1,2.9,98.5,67.7,213.6,298.9,127.6,72.6,5.1,0.8,889.5,Bihar,889.5,0.0
1022,Bihar,2010,0.1,1.1,0.2,6.5,44.4,80.9,191.2,158.4,105.7,33.6,5.0,2.1,629.2,Bihar,629.2,0.0
1023,Bihar,2011,4.2,7.7,9.2,23.9,74.5,211.0,241.1,278.7,234.1,10.0,2.0,0.9,1097.3,Bihar,1097.3,0.0
1024,Bihar,2012,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,Bihar,1032.4,0.0
1025,Bihar,2013,5.1,22.6,0.6,32.3,89.5,183.3,182.0,213.6,143.3,197.1,0.4,0.0,1069.8,Bihar,1069.8,0.0
1026,Bihar,2014,17.0,33.5,8.4,0.7,103.9,115.2,265.4,307.6,160.3,47.8,0.0,1.2,1061.0,Bihar,1061.0,0.0
1027,Bihar,2015,12.8,1.8,27.2,38.7,39.5,122.1,231.5,287.0,101.7,10.4,0.0,0.0,872.7,Bihar,872.7,0.0
1028,Bihar,2016,9.3,0.6,5.6,3.9,84.0,128.7,356.4,150.8,357.9,60.8,0.0,0.0,1158.0,Bihar,1157.9999999999998,2.2737367544323206e-13
1029,Bihar,2017,0.7,0.0,22.8,21.8,79.7,84.6,379.9,342.8,129.6,50.1,0.0,0.0,1112.0,Bihar,1111.9999999999998,2.2737367544323206e-13
